Country,State,Year,Food Grains Allocated (UOM:MT(Metrictonne)),Ration Cards Issued (UOM:Number),Transaction For Ration Cards (UOM:Number),Aadhaar Authenticated Transactions (UOM:Number),Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)),Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(Metrictonne)),Manual Distribution Of Food Grains (UOM:MT(Metrictonne)),Distribution Of Food Grains (UOM:MT(Metrictonne))
India,Rajasthan,"Calendar Year (Jan - Dec), 2018",232631,10187126,8191548,8189678,99.98,194675.95,802.59,195478.54
India,Odisha,"Calendar Year (Jan - Dec), 2019",179926.06,8666577,8404015,6007363,71.48,165186.74,4063.44,169250.19
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020",38927.63261,1609244.479,1510225.531,1070.073284,0.07,35638.99614,4358.142436,39997.13858
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2017",1380.93,57193,46711,36161,76.13730724,366.21,0,366.21
India,Gujarat,"Calendar Year (Jan - Dec), 2020",198288.02,6877678,6657963,1644640,24.7,174237.3,0,174237.3
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",297039.11,11723309,9424039,8554469,90.77,248317.21,14084.19,262401.4
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",154148.03,9449652,8748068,8748068,100,143275.41,2941.77,146217.18
India,West Bengal,"Calendar Year (Jan - Dec), 2020",330516.44,56127068,20817146,3149,0.02,321311.29,3142.12,324453.41
India,Nagaland,"Calendar Year (Jan - Dec), 2021",7632.11,307753,255465,47800,18.71,5679.12,0,5679.12
India,Goa,"Calendar Year (Jan - Dec), 2018",2856.63,140514,0,0,0,0,2239.34,2239.34
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",232631,11203378,10168480,9911643,97.47,239630.82,0,239630.82
India,Delhi,"Calendar Year (Jan - Dec), 2021",37572.75,1408521,0,0,0,0,372182.05,372182.05
India,West Bengal,"Calendar Year (Jan - Dec), 2020",330516.44,54960041,18753370,13673,0.07,272050.55,57140.34,329190.88
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",126.85,5175,3,0,0,0.03,0,0.03
India,Mizoram,"Calendar Year (Jan - Dec), 2020",3827.96,155558,152055,613,0.4,3916.63,0,3916.63
India,Haryana,"Calendar Year (Jan - Dec), 2020",66250,2701009,7048817,7048817,100,61768.53,0,61768.53
India,Kerala,"Calendar Year (Jan - Dec), 2019",85459.89,3686950,3925769,3828381,97.52,82187.01,111.38,82298.39
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",38927.63261,1638013.213,12083.80745,71.40342757,0.59,203.0596105,36094.30548,36297.36509
India,Gujarat,"Calendar Year (Jan - Dec), 2021",198288.02,7197424,6801314,6320193,92.93,172777.66,0,172777.66
India,Sikkim,"Calendar Year (Jan - Dec), 2019",2197.94,95308,27684,27684,100,713.87,1715.82,2429.69
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",297039.11,11747674,9688849,6473971,66.82,243514.53,29164.58,272679.1
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021",126.85,5154,471,0,0,13.88,0,13.88
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",811798.34,35551825,26973404,24488353,90.79,615890.01,149099.66,764989.67
India,Punjab,"Calendar Year (Jan - Dec), 2020",72510,3554529,1789813,1789811,100,216873.39,0,216873.39
India,Odisha,"Calendar Year (Jan - Dec), 2017",179926.06,8629658,12866895,3163132,24.58,169828.39,0,169828.39
India,Punjab,"Calendar Year (Jan - Dec), 2019",72510,3555040,51789,51789,100,6040.59,0,6040.59
India,Odisha,"Calendar Year (Jan - Dec), 2020",179926.06,9287962,9335788,1597189,17.11,186011.23,65.04,186076.27
India,Ladakh,"Calendar Year (Jan - Dec), 2018",870.4173886,36514.98932,23155.76794,3831.51138,16.55,555.3427867,273.0705309,828.4133177
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",811798.34,35327848,33532815,33134303,98.81,772191.51,797.34,772988.85
India,Nagaland,"Calendar Year (Jan - Dec), 2019",7632.11,284934,0,0,0,0,7618.41,7618.41
India,Goa,"Calendar Year (Jan - Dec), 2020",2856.63,142601,131610,127369,96.78,2740.97,81.66,2822.63
India,Telangana,"Calendar Year (Jan - Dec), 2020",108004.23,5333411,5572946,5572946,100,103559.28,917.16,104476.43
India,Meghalaya,"Calendar Year (Jan - Dec), 2018",10800.27,401456,0,0,0,0,16136.87,16136.87
India,Delhi,"Calendar Year (Jan - Dec), 2020",37572.75,935250,0,0,0,0,28745.32,28745.32
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,8965306,8832185,8832185,100,149359.17,2947.7,152306.87
India,Mizoram,"Calendar Year (Jan - Dec), 2019",3827.96,37899,0,0,0,0,978.75,978.75
India,Manipur,"Calendar Year (Jan - Dec), 2021",12461.24,539350,378024,461,0.12,7480.47,4778.8,12259.27
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",383766,14532130,12374743,12374743,100,308234.96,12077.57,320312.53
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020",126.85,5159,2454,0,0,64.75,0,64.75
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3751102,3865041,3645713,94.33,83905.02,98.79,84003.82
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,36070.85786,10747.36011,10076.84344,93.76,265.4297289,428.929025,694.3587539
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5303452,5145576,1112826,21.63,109997.8,2903.56,112901.36
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10071195,10021951,0,0,192076.27,0,192076.27
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",232631,10595615,8824096,8821176,99.97,211074.65,464.93,211539.58
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",115338,5282952,4933923,428580,8.69,114440.14,56.55,114496.68
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",10800.27,421374,370184,1974,0.53,10360.62,1949.9,12310.52
India,Manipur,"Calendar Year (Jan - Dec), 2021",12461.24,539350,449841,364,0.08,8779.53,4768.72,13548.26
India,Karnataka,"Calendar Year (Jan - Dec), 2020",217403,12749400,11287591,11287588,100,242969.72,152.59,243122.31
India,Bihar,"Calendar Year (Jan - Dec), 2020",457821.73,17847686,14881798,14853733,99.81,400767.46,0,400767.46
India,Ladakh,"Calendar Year (Jan - Dec), 2021",870.4173886,30070.45752,32922.7451,25571.7757,77.67,759.2069331,0.227238185,759.4339526
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",202114.13,9533636,10426252,0,0,198664.87,0,198664.87
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",202114.13,9990881,10031437,0,0,190887.53,0,190887.53
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",232631,10965795,9019266,9017364,99.98,216498.67,0,216498.67
India,Tripura,"Calendar Year (Jan - Dec), 2020",13761.1,578176,716716,710959,99.2,13207.26,0,13207.26
India,Odisha,"Calendar Year (Jan - Dec), 2017",179926.06,8629658,11771800,3327055,28.26,168267.51,0,168267.51
India,Assam,"Calendar Year (Jan - Dec), 2018",135479.33,30906,14835,0,0,318.45,136995.07,137313.52
India,Telangana,"Calendar Year (Jan - Dec), 2019",108004.23,4979403,4656647,4656647,100,95425.88,784.85,96210.73
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",202114.13,10140583,9854994,0,0,192390.98,0,192390.98
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",154148.03,9620340,8744298,8744298,100,152973.43,0,152973.43
India,West Bengal,"Calendar Year (Jan - Dec), 2021",330516.44,56121100,19367739,21128,0.11,324126.77,117.9,324244.67
India,Mizoram,"Calendar Year (Jan - Dec), 2018",3827.96,145463,0,0,0,0,4749.96,4749.96
India,Goa,"Calendar Year (Jan - Dec), 2020",2856.63,142739,133020,129391,97.27,2762.71,0,2762.71
India,Kerala,"Calendar Year (Jan - Dec), 2019",85459.89,3662666,3605616,3495906,96.96,80153.4,102.07,80255.47
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",154148.03,8966390,8457158,8457158,100,144739.67,34.9,144774.56
India,Goa,"Calendar Year (Jan - Dec), 2021",2856.63,142935,136190,131916,96.86,2827.52,0,2827.52
India,Assam,"Calendar Year (Jan - Dec), 2021",135479.33,182815,4,4,100,0,87300.97,87300.98
India,Gujarat,"Calendar Year (Jan - Dec), 2020",198288.02,6570017,6137645,5694808,92.78,158043.53,0,158043.53
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10051341,9995662,0,0,191574,0,191574
India,Sikkim,"Calendar Year (Jan - Dec), 2017",2197.94,96682,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2020",457821.73,16831100,15425272,15380957,99.71,415139.07,24584.83,439723.9
India,Meghalaya,"Calendar Year (Jan - Dec), 2018",10800.27,413516,0,0,0,0,11312.05,11312.05
India,Odisha,"Calendar Year (Jan - Dec), 2019",179926.06,8920120,9145618,6525581,71.35,169884.28,853.69,170737.97
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020",451.98,55712,30459,30459,100,780.73,0,780.73
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",33454.8,1321286,184710,78536,42.52,4608.86,27983.27,32592.13
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021",297039.11,11129273,11415524,10955951,95.97,246326.46,23.21,246349.67
India,Jharkhand,"Calendar Year (Jan - Dec), 2020",144959.47,5673012,4672532,4367314,93.47,137911.48,0,137911.48
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",16857.47,681829,630134,145150,23.03,14980.66,2182.99,17163.65
India,Bihar,"Calendar Year (Jan - Dec), 2020",457821.73,17815939,15751239,15703155,99.69,417269.78,0,417269.78
India,Mizoram,"Calendar Year (Jan - Dec), 2018",3827.96,146242,0,0,0,0,4358.86,4358.86
India,Nagaland,"Calendar Year (Jan - Dec), 2021",7632.11,303582,279295,79781,28.57,5994.78,0,5994.78
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020",332.7,16352,12820,0,0,237.98,0,237.98
India,Manipur,"Calendar Year (Jan - Dec), 2021",12461.24,539350,470226,51250,10.9,9181.74,2550.05,11731.79
India,Bihar,"Calendar Year (Jan - Dec), 2018",457821.73,17077671,0,0,0,0,438612.55,438612.55
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",126.85,5175,186,0,0,5.25,0,5.25
India,Haryana,"Calendar Year (Jan - Dec), 2017",66250,2963574,2109249,2109249,100,153743.28,0,153743.28
India,Delhi,"Calendar Year (Jan - Dec), 2019",37572.75,1742840,0,0,0,0,36130.74,36130.74
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021",154148.03,8315847,15802696,15802696,100,138091.61,0,138091.61
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",126.85,5148,157,0,0,2.29,0,2.29
India,Rajasthan,"Calendar Year (Jan - Dec), 2021",232631,10632454,9418384,9418321,100,211254.07,540.61,211794.67
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",232631,10898516,9575421,9573291,99.98,227665.76,0,227665.76
India,Odisha,"Calendar Year (Jan - Dec), 2018",179926.06,8670312,9429724,5072048,53.79,172188.05,8866.32,181054.37
India,Mizoram,"Calendar Year (Jan - Dec), 2018",3827.96,145444,0,0,0,0,5500.74,5500.74
India,Manipur,"Calendar Year (Jan - Dec), 2018",12461.24,496481,0,0,0,0,11796.56,11796.56
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,35984.16179,33542.41204,98.72504035,0.29,793.7821307,52.09112807,845.8732588
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020",451.98,51501,46479,46479,100,1177.17,0,1177.17
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",38927.63261,1634069.396,1056437.186,264703.2654,25.06,24119.56921,5634.718346,29754.28755
India,Karnataka,"Calendar Year (Jan - Dec), 2018",217403,12099633,10290540,10290534,100,184487.79,10831.5,195319.29
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",811798.34,35811744,33091937,32713748,98.86,767063.6,7689.91,774753.52
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021",332.7,16785,14529,10354,71.26,281.51,0,281.51
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",232631,10520093,8988440,8985578,99.97,213937.28,783.26,214720.53
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020",126.85,5159,0,0,0,0,11422.1,11422.1
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",297039.11,10945990,10593302,9752959,92.07,257190.67,2036.83,259227.5
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",811798.34,35980157,0,0,0,0,0.56,0.56
India,Haryana,"Calendar Year (Jan - Dec), 2020",66250,2700472,2429875,2429875,100,59103.61,0,59103.61
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",154148.03,8227290,8568388,8568388,100,146081.79,951.91,147033.69
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",811798.34,35206377,21489521,17118777,79.66,495240.05,259792.33,755032.38
India,Manipur,"Calendar Year (Jan - Dec), 2020",12461.24,587885,385049,2082,0.54,8837.09,5646.07,14483.16
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018",332.7,14670,908,0,0,12.65,85.37,98.02
India,Ladakh,"Calendar Year (Jan - Dec), 2021",870.4173886,33716.74462,31940.43751,24678.7012,77.26,743.530779,2.512086428,746.0428654
India,Telangana,"Calendar Year (Jan - Dec), 2017",108004.23,5021907,2375137,2375137,100,530.68,0,530.68
India,Tripura,"Calendar Year (Jan - Dec), 2021",13761.1,578263,649199,641646,98.84,13169.64,0,13169.64
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10118619,10298616,0,0,200183.79,0,200183.79
India,Assam,"Calendar Year (Jan - Dec), 2021",135479.33,5548217,0,0,0,0,132797.77,132797.77
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",4677.46,174631,12173,0,0,342.88,4605.79,4948.67
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020",451.98,63092,49069,49069,100,1220.9,0,1220.9
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021",16857.47,662988,608741,0,0,14102.7,593.16,14695.85
India,Goa,"Calendar Year (Jan - Dec), 2021",2856.63,142930,123393,120301,97.49,2597.58,0,2597.58
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",33454.8,781393,23767,4187,17.62,246.94,29183.62,29430.55
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",811798.34,35460186,24720502,19752243,79.9,570166.06,225060.97,795227.03
India,Nagaland,"Calendar Year (Jan - Dec), 2018",7632.11,284934,0,0,0,0,7632.01,7632.01
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",297039.11,11767641,8572759,2571264,29.99,218846.39,71381.11,290227.5
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",115338,5284513,8184994,749697,9.16,113360.45,0,113360.45
India,Sikkim,"Calendar Year (Jan - Dec), 2021",2197.94,91099,0,0,0,0,2142.68,2142.68
India,Maharashtra,"Calendar Year (Jan - Dec), 2018",383766,15351146,10598213,9066844,85.55,247330.17,94069.08,341399.25
India,Gujarat,"Calendar Year (Jan - Dec), 2017",198288.02,7203808,6327309,453,0.01,166296.13,0,166296.13
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020",332.7,16746,56444,0,0,327.64,24.44,352.08
India,Ladakh,"Calendar Year (Jan - Dec), 2018",870.4173886,36465.40809,23058.0927,2559.677409,11.1,541.4165197,274.5393776,815.9558972
India,Telangana,"Calendar Year (Jan - Dec), 2018",108004.23,5192173,8729477,8729477,100,93634.95,1047.92,94682.87
India,Karnataka,"Calendar Year (Jan - Dec), 2020",217403,12704045,10841389,10841389,100,200165.1,1007.61,201172.71
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018",332.7,9516,2038,0,0,31.28,229.08,260.36
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021",202114.13,11182700,10091042,9524435,94.39,180714.4,0,180714.4
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",297039.11,11684833,10075302,9271769,92.02,258677.84,14636.48,273314.32
India,Haryana,"Calendar Year (Jan - Dec), 2018",66250,2962778,2451485,2451485,100,52100.59,0,52100.59
India,Odisha,"Calendar Year (Jan - Dec), 2019",179926.06,8683078,9104073,5969188,65.57,169925.1,107.94,170033.04
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",115338,5349009,5242959,440108,8.39,110761.97,0,110761.97
India,Nagaland,"Calendar Year (Jan - Dec), 2020",7632.11,282595,166185,49779,29.95,4206.68,6965.67,11172.34
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",332.7,14566,14705,0,0,234.87,28.73,263.6
India,Maharashtra,"Calendar Year (Jan - Dec), 2021",383766,14909252,13587236,13587236,100,336709,0,336709
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",10800.27,1166,891,0,0,22.35,10068.34,10090.68
India,Kerala,"Calendar Year (Jan - Dec), 2021",85459.89,3835570,3993305,3787717,94.85,83732.3,97.33,83829.63
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",144959.47,5696290,4707153,3817552,81.1,131187.81,0,131187.81
India,Telangana,"Calendar Year (Jan - Dec), 2021",108004.23,5355580,4642225,4642225,100,98855,0,98855
India,Sikkim,"Calendar Year (Jan - Dec), 2020",2197.94,89926,0,0,0,0,2120.77,2120.77
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",297039.11,11400807,4748061,693239,14.6,118725.65,0,118725.65
India,Sikkim,"Calendar Year (Jan - Dec), 2019",2197.94,94451,45322,27258,60.14,1141.82,1167.99,2309.81
India,Ladakh,"Calendar Year (Jan - Dec), 2019",870.4173886,36631.97653,31320.11444,8784.997631,28.05,702.3674237,127.0832286,829.4506523
India,Ladakh,"Calendar Year (Jan - Dec), 2019",870.4173886,36581.7173,29434.93421,7157.543555,24.32,672.9662144,266.5683257,939.53454
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",811798.34,33712769,5157940,4418086,85.66,125115,657853.74,782968.74
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019",1380.93,55355,53204,41536,75.3110693,1269.95,0,1269.95
India,Punjab,"Calendar Year (Jan - Dec), 2019",72510,3542194,3164861,3164861,100,383979.95,0,383979.95
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",33454.8,1403526,899312,172256,19.15,21057.53,12451.3,33508.83
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",154148.03,9028196,8715665,8715665,100,149164.52,952.56,150117.07
India,Haryana,"Calendar Year (Jan - Dec), 2019",66250,2662272,2622786,2622786,100,51293.08,0,51293.08
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",10800.27,415187,0,0,0,0,11523.48,11523.48
India,Meghalaya,"Calendar Year (Jan - Dec), 2018",10800.27,1551,576,0,0,13.4,10763.86,10777.26
India,Nagaland,"Calendar Year (Jan - Dec), 2020",7632.11,280700,33871,32707,96.56,1006.13,7289.08,8295.21
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",33454.8,1327875,724885,89962,12.41,17007.7,17246.08,34253.79
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",4677.46,177102,14696,0,0,395.68,4368.28,4763.95
India,West Bengal,"Calendar Year (Jan - Dec), 2021",330516.44,54827217,10398678,2828343,27.2,214841.68,0,214841.68
India,Karnataka,"Calendar Year (Jan - Dec), 2019",217403,12670787,11058185,11058182,100,200220.36,1510.72,201731.07
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021",126.85,5160,2110,0,0,55.69,0,55.69
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",154148.03,8966671,8369122,8369122,100,143414.1,30.17,143444.27
India,Sikkim,"Calendar Year (Jan - Dec), 2018",2197.94,147992,24026,24026,100,617.68,1883.26,2500.94
India,Tripura,"Calendar Year (Jan - Dec), 2021",13761.1,594473,790013,781941,98.98,13442.26,0,13442.26
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",38927.63261,1638498.365,12496.57795,97.81291448,0.78,205.2114946,33762.50429,33967.72556
India,Sikkim,"Calendar Year (Jan - Dec), 2018",2197.94,148997,3068,3068,100,85.35,7032,7117.36
India,Delhi,"Calendar Year (Jan - Dec), 2020",37572.75,1774628,0,0,0,0,37161.33,37161.33
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021",115338,5121678,5601300,463167,8.27,112887.52,1457.3,114344.82
India,Sikkim,"Calendar Year (Jan - Dec), 2019",2197.94,94738,23555,23555,100,796.2,1650.18,2446.39
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",144959.47,5711661,4401201,4126283,93.75,134460.48,0,134460.48
India,West Bengal,"Calendar Year (Jan - Dec), 2019",330516.44,56324721,0,0,0,0,325957.22,325957.22
India,Telangana,"Calendar Year (Jan - Dec), 2020",108004.23,5339718,7255305,7255305,100,104479.91,871.69,105351.6
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",232631,11110452,9518860,9517504,99.99,227702.59,0,227702.59
India,Assam,"Calendar Year (Jan - Dec), 2018",135479.33,5780032,0,0,0,0,134548.95,134548.95
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",33454.8,1405340,471732,126617,26.84,11065.67,0,11065.67
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",232631,10483429,9100618,9097940,99.97,216696.79,730.72,217427.51
India,West Bengal,"Calendar Year (Jan - Dec), 2019",330516.44,56329145,0,0,0,0,329062.72,329062.72
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",126.85,5175,42,0,0,0.65,0,0.65
India,Assam,"Calendar Year (Jan - Dec), 2021",135479.33,5149760,0,0,0,0,112025.19,112025.19
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021",154148.03,8354505,8439530,8439530,100,138589.12,0,138589.12
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",811798.34,35388484,31514654,29269055,92.87,718569.44,3560.31,722129.75
India,Manipur,"Calendar Year (Jan - Dec), 2019",12461.24,564100,0,0,0,0,12920.68,12920.68
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,36016.33382,16032.9553,14117.812,88.05,381.4701441,209.0169199,590.4872827
India,Meghalaya,"Calendar Year (Jan - Dec), 2018",10800.27,1551,1016,0,0,24.74,10429.86,10454.6
India,Karnataka,"Calendar Year (Jan - Dec), 2019",217403,12623916,10927902,10927898,100,102560.05,1476.12,104036.17
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",232631,10591615,9034015,9030792,99.96,215891.83,752.46,216644.28
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",202114.13,11160139,10945818,482879,4.41,195487.06,0,195487.06
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",297039.11,11740426,7601060,7116463,93.62,203588.25,67944.48,271532.73
India,Delhi,"Calendar Year (Jan - Dec), 2021",37572.75,1778526,0,0,0,0,347772.06,347772.06
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021",16857.47,661971,616849,1226,0.2,14221.39,178.62,14400.01
India,Delhi,"Calendar Year (Jan - Dec), 2017",37572.75,0,0,0,0,0.19,0,0.19
India,Odisha,"Calendar Year (Jan - Dec), 2018",179926.06,8670312,9705490,5126123,52.82,172459.56,9233.57,181693.13
India,Mizoram,"Calendar Year (Jan - Dec), 2018",3827.96,145805,0,0,0,0,3989.46,3989.46
India,Karnataka,"Calendar Year (Jan - Dec), 2019",217403,12457626,10602308,10602272,100,190739.55,7103.45,197843.01
India,Bihar,"Calendar Year (Jan - Dec), 2019",457821.73,11269514,391804,327344,83.55,11189.28,424251.02,435440.3
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",232631,10611746,4091161,4088007,99.92,97237.64,722.3,97959.94
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5291193,5283025,631689,11.96,112672.95,1761.76,114434.72
India,Karnataka,"Calendar Year (Jan - Dec), 2018",217403,12100034,10075466,10075462,100,180770.41,11051.48,191821.89
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",4677.46,171934,2533,0,0,30.25,4630.32,4660.57
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",33454.8,1327780,213990,75629,35.34,5397.57,26435.47,31833.04
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",297039.11,11684833,9635471,8950244,92.89,239548.61,13896.82,253445.43
India,Haryana,"Calendar Year (Jan - Dec), 2018",66250,2963287,2724293,2724293,100,50476.19,0,50476.19
India,Tripura,"Calendar Year (Jan - Dec), 2021",13761.1,596132,686847,681362,99.2,13471.38,0,13471.38
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",154148.03,9518610,8591205,8591205,100,140063.6,2800.57,142864.17
India,Mizoram,"Calendar Year (Jan - Dec), 2021",3827.96,163524,159542,115482,72.38,3801.21,0,3801.21
India,Nagaland,"Calendar Year (Jan - Dec), 2019",7632.11,284927,0,0,0,0,7603.28,7603.28
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",16857.47,672162,642615,0,0,14696.12,172.54,14868.66
India,Mizoram,"Calendar Year (Jan - Dec), 2021",3827.96,164800,65814,65814,100,1613.32,0,1613.32
India,Nagaland,"Calendar Year (Jan - Dec), 2020",7632.11,293442,254470,86789,34.11,5877.15,0.23,5877.38
India,Rajasthan,"Calendar Year (Jan - Dec), 2017",232631,9956109,14232767,14228747,99.97,175021.09,0,175021.09
India,Goa,"Calendar Year (Jan - Dec), 2019",2856.63,141108,100128,100128,100,2144.83,302.87,2447.7
India,Sikkim,"Calendar Year (Jan - Dec), 2021",2197.94,91799,0,0,0,0,1313.82,1313.82
India,Manipur,"Calendar Year (Jan - Dec), 2020",12461.24,588045,166388,14069,8.46,3814.17,9510.35,13324.52
India,Assam,"Calendar Year (Jan - Dec), 2018",135479.33,5780241,0,0,0,0,157941.59,157941.59
India,Maharashtra,"Calendar Year (Jan - Dec), 2018",383766,14364051,12185983,12185983,100,297549.12,28484.28,326033.4
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",115338,5282966,8414924,728845,8.66,114025.54,1542.1,115567.64
India,Ladakh,"Calendar Year (Jan - Dec), 2017",870.4173886,809.6153176,0.131225131,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018",1380.93,56101,52024,44506,86.22601824,1175.72,0,1175.72
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3729149,4388137,4289116,97.74,82873.4,101.86,82975.26
India,Tripura,"Calendar Year (Jan - Dec), 2019",13761.1,578890,919699,919699,100,12817.73,548.46,13366.19
India,West Bengal,"Calendar Year (Jan - Dec), 2019",330516.44,49675296,11980470,0,0,174652.62,153280.71,327933.33
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,36001.92093,14741.91872,325.3508419,2.21,350.6143041,157.4511298,508.0654339
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",332.7,7372,62591,0,0,3.37,0,3.37
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",10800.27,421303,7875,1,0.01,153.77,10916.6,11070.37
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5292925,9132620,2016810,22.08,196640.06,1800.59,198440.65
India,Telangana,"Calendar Year (Jan - Dec), 2018",108004.23,5192173,4282145,4282145,100,94533.27,875.47,95408.74
